chr,chr_num,start,end,strand,gene_name,order,gene_symbol,gene_class
chr2,2,167215240,167215343,+,ENSG00000238662,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,167259873,167467992,-,ENSG00000136546,1_FANTOM,SCN7A,protein_coding
chr2,2,167623002,168116263,+,ENSG00000163092,1_FANTOM,XIRP2,protein_coding
chr2,2,167746012,167746394,-,ENSG00000225182,2_ensembl,AC092601.1,noncoding_pseudogene
chr2,2,167977787,167997440,-,ENSG00000254552,1_FANTOM,XIRP2-AS1,noncoding_lncRNA_noncoding_antisense
chr2,2,168146363,168146498,-,CATG00000050618,1_FANTOM,CATG00000050618.1,noncoding_short_ncRNA
chr2,2,168149511,168414843,+,ENSG00000228222,1_FANTOM,AC074363.1,noncoding_lncRNA_intergenic
chr2,2,168220776,168221401,+,CATG00000045409,1_FANTOM,CATG00000045409.1,noncoding_sense_overlap_RNA
chr2,2,168435960,168437738,+,CATG00000045411,1_FANTOM,CATG00000045411.1,noncoding_lncRNA_intergenic
chr2,2,168487990,168488051,-,ENSG00000238357,2_ensembl,RNU7-148P,noncoding_snRNA
chr2,2,168570173,168572575,-,ENSG00000214211,2_ensembl,CTAGE14P,noncoding_pseudogene
chr2,2,168606008,168730552,+,ENSG00000172318,1_FANTOM,B3GALT1,protein_coding
chr2,2,168663738,168797690,-,ENSG00000235335,1_FANTOM,AC016723.4,noncoding_lncRNA_intergenic
chr2,2,168809904,169104105,-,ENSG00000198648,1_FANTOM,STK39,protein_coding
chr2,2,169067960,169068854,+,CATG00000045442,1_FANTOM,CATG00000045442.1,noncoding_lncRNA_noncoding_antisense
chr2,2,169088431,169088730,-,ENSG00000238259,2_ensembl,AC067940.1,noncoding_pseudogene
chr2,2,169096239,169099055,-,CATG00000050631,1_FANTOM,CATG00000050631.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,169103786,169121781,+,CATG00000045443,1_FANTOM,CATG00000045443.1,noncoding_lncRNA_divergent
chr2,2,169202408,169261362,-,CATG00000050635,1_FANTOM,CATG00000050635.1,noncoding_lncRNA_intergenic
chr2,2,169272664,169313627,-,CATG00000050636,1_FANTOM,CATG00000050636.1,noncoding_lncRNA_divergent
chr2,2,169286714,169287628,+,CATG00000045445,1_FANTOM,CATG00000045445.1,noncoding_lncRNA_intergenic
chr2,2,169297416,169297715,-,ENSG00000239230,2_ensembl,RN7SL95P,noncoding_misc_RNA
chr2,2,169307834,169308136,+,ENSG00000241074,2_ensembl,RN7SL813P,noncoding_misc_RNA
chr2,2,169312357,169639354,+,ENSG00000172292,1_FANTOM,CERS6,protein_coding
chr2,2,169377139,169445666,+,CATG00000045447,1_FANTOM,CATG00000045447.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,169407866,169415116,+,CATG00000045449,1_FANTOM,CATG00000045449.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,169439453,169439528,+,ENSG00000265694,2_ensembl,MIR4774,noncoding_miRNA
chr2,2,169462900,169463006,-,ENSG00000199348,2_ensembl,RNU6-766P,noncoding_snRNA
chr2,2,169616326,169617229,+,CATG00000045453,1_FANTOM,CATG00000045453.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,169627827,169642939,-,ENSG00000227617,1_FANTOM,CERS6-AS1,noncoding_lncRNA_divergent
chr2,2,169630392,169632192,+,CATG00000045454,1_FANTOM,CATG00000045454.1,noncoding_sense_overlap_RNA
chr2,2,169643057,169724952,+,ENSG00000163072,1_FANTOM,NOSTRIN,protein_coding
chr2,2,169687127,169769837,-,ENSG00000152253,1_FANTOM,SPC25,protein_coding
chr2,2,169757801,169770013,+,ENSG00000152254,1_FANTOM,G6PC2,protein_coding
chr2,2,169778624,169887834,-,ENSG00000073734,1_FANTOM,ABCB11,protein_coding
chr2,2,169923587,169952947,+,ENSG00000073737,1_FANTOM,DHRS9,protein_coding
chr2,2,169957253,169957720,+,ENSG00000235321,2_ensembl,AC007556.3,noncoding_antisense
chr2,2,169971705,169972190,+,ENSG00000235995,2_ensembl,UBE2V1P6,noncoding_pseudogene
chr2,2,169981853,170221065,-,ENSG00000081479,1_FANTOM,LRP2,protein_coding
chr2,2,170085069,170085880,-,CATG00000050641,1_FANTOM,CATG00000050641.1,noncoding_sense_overlap_RNA
chr2,2,170241565,170241757,+,CATG00000045463,1_FANTOM,CATG00000045463.1,noncoding_short_ncRNA
chr2,2,170336007,170382432,+,ENSG00000163093,1_FANTOM,BBS5,protein_coding
chr2,2,170336007,170389261,+,ENSG00000251569,1_FANTOM,RP11-724O16.1,protein_coding
chr2,2,170366219,170389261,+,ENSG00000239474,1_FANTOM,KLHL41,protein_coding
chr2,2,170373771,170430422,-,ENSG00000138399,1_FANTOM,FASTKD1,protein_coding
chr2,2,170433881,170434256,-,ENSG00000229827,2_ensembl,AC093899.3,noncoding_pseudogene
chr2,2,170438895,170441253,-,CATG00000050644,1_FANTOM,CATG00000050644.1,noncoding_lncRNA_divergent
chr2,2,170440861,170506445,+,ENSG00000138398,1_FANTOM,PPIG,protein_coding
chr2,2,170498042,170551257,-,ENSG00000154479,1_FANTOM,CCDC173,protein_coding
chr2,2,170514642,170517867,-,ENSG00000226072,2_ensembl,AC016772.4,noncoding_pseudogene
chr2,2,170550979,170575268,+,ENSG00000144362,1_FANTOM,PHOSPHO2,protein_coding
chr2,2,170550979,170629895,+,ENSG00000213160,1_FANTOM,KLHL23,protein_coding
chr2,2,170558307,170573900,-,CATG00000050645,1_FANTOM,CATG00000050645.1,noncoding_lncRNA_noncoding_antisense
chr2,2,170584382,170584513,+,ENSG00000206961,2_ensembl,SNORA51,noncoding_snoRNA
chr2,2,170623695,170625423,-,ENSG00000231550,1_FANTOM,PTCHD3P2,noncoding_pseudogene
chr2,2,170634692,170639426,+,CATG00000045466,1_FANTOM,CATG00000045466.1,noncoding_lncRNA_intergenic
chr2,2,170647188,170647395,+,ENSG00000214369,1_FANTOM,AC009967.3,noncoding_pseudogene
chr2,2,170655389,170673105,+,ENSG00000138385,1_FANTOM,SSB,protein_coding
chr2,2,170666591,170681415,-,ENSG00000138382,1_FANTOM,METTL5,protein_coding
chr2,2,170672688,170672888,+,ENSG00000252981,1_FANTOM,U3,noncoding_small_RNA
chr2,2,170683964,170943890,+,ENSG00000144357,1_FANTOM,UBR3,protein_coding
chr2,2,170902499,170902986,+,CATG00000045472,1_FANTOM,CATG00000045472.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,170933734,170934804,-,ENSG00000227176,2_ensembl,AC092641.2,noncoding_pseudogene
chr2,2,170976506,170976608,-,ENSG00000252807,2_ensembl,RNU6-1006P,noncoding_snRNA
chr2,2,170998110,171519795,+,ENSG00000071909,1_FANTOM,MYO3B,protein_coding
chr2,2,171011674,171112589,-,CATG00000050653,1_FANTOM,CATG00000050653.1,noncoding_lncRNA_noncoding_antisense
chr2,2,171197040,171207581,-,ENSG00000231898,1_FANTOM,AC012594.1,noncoding_lncRNA_noncoding_antisense
chr2,2,171458172,171458738,-,ENSG00000214821,2_ensembl,HMGB1P4,noncoding_pseudogene
chr2,2,171472161,171572390,-,ENSG00000213981,1_FANTOM,AC007277.3,noncoding_lncRNA_divergent
chr2,2,171556718,171573050,-,ENSG00000222033,1_FANTOM,AC007405.2,protein_coding
chr2,2,171556718,171627278,-,ENSG00000234350,1_FANTOM,AC007405.4,noncoding_lncRNA_divergent
chr2,2,171568823,171579307,+,ENSG00000204335,1_FANTOM,SP5,protein_coding
chr2,2,171608219,171609562,+,ENSG00000128692,1_FANTOM,EIF2S2P4,noncoding_pseudogene
chr2,2,171626893,171641955,+,ENSG00000239467,1_FANTOM,AC007405.6,noncoding_lncRNA_intergenic
chr2,2,171626893,171655846,+,ENSG00000204334,1_FANTOM,ERICH2,protein_coding
chr2,2,171638777,171639781,+,ENSG00000222509,1_FANTOM,Y_RNA,noncoding_lncRNA_intergenic
chr2,2,171663229,171674550,-,ENSG00000235934,1_FANTOM,AC007405.8,noncoding_lncRNA_divergent
chr2,2,171669729,171792591,+,ENSG00000128683,1_FANTOM,GAD1,protein_coding
chr2,2,171678607,171785432,-,CATG00000050657,1_FANTOM,CATG00000050657.1,protein_coding
chr2,2,171772719,171772804,+,ENSG00000266020,2_ensembl,AC010092.1,noncoding_miRNA
chr2,2,171784959,171823916,+,ENSG00000115806,1_FANTOM,GORASP2,protein_coding
chr2,2,171807834,171807919,-,CATG00000050664,1_FANTOM,CATG00000050664.1,noncoding_short_ncRNA
chr2,2,171818057,171818251,-,CATG00000050666,1_FANTOM,CATG00000050666.1,noncoding_short_ncRNA
chr2,2,171838085,172087803,-,ENSG00000198586,1_FANTOM,TLK1,protein_coding
chr2,2,171917591,171917671,+,CATG00000045482,1_FANTOM,CATG00000045482.1,noncoding_short_ncRNA
chr2,2,172002840,172002937,+,ENSG00000238567,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,172097814,172143878,-,CATG00000050675,1_FANTOM,CATG00000050675.1,noncoding_lncRNA_intergenic
chr2,2,172159719,172291282,-,ENSG00000123600,1_FANTOM,METTL8,protein_coding
chr2,2,172231441,172231788,-,ENSG00000224553,2_ensembl,AC008065.1,noncoding_pseudogene
chr2,2,172271479,172288267,+,CATG00000045486,1_FANTOM,CATG00000045486.1,protein_coding
chr2,2,172290738,172351605,+,ENSG00000115827,1_FANTOM,DCAF17,protein_coding
chr2,2,172347932,172348441,+,ENSG00000228507,2_ensembl,DAP3P2,noncoding_pseudogene
chr2,2,172349468,172349605,+,ENSG00000234061,1_FANTOM,AC007969.4,noncoding_pseudogene
chr2,2,172373656,172378803,-,ENSG00000233762,1_FANTOM,AC007969.5,noncoding_pseudogene
chr2,2,172378612,172414684,+,ENSG00000071967,1_FANTOM,CYBRD1,protein_coding
chr2,2,172403964,172404584,+,CATG00000045497,1_FANTOM,CATG00000045497.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,172409813,172410005,-,CATG00000050681,1_FANTOM,CATG00000050681.1,noncoding_short_ncRNA
chr2,2,172443603,172443769,+,ENSG00000233934,2_ensembl,RPL21P38,noncoding_pseudogene
chr2,2,172543979,172622899,+,ENSG00000077380,1_FANTOM,DYNC1I2,protein_coding
chr2,2,172560844,172567314,-,ENSG00000268821,2_ensembl,AC068039.1,protein_coding
chr2,2,172607215,172864742,-,ENSG00000115840,1_FANTOM,SLC25A12,protein_coding
chr2,2,172623181,172634070,+,ENSG00000228389,1_FANTOM,AC068039.4,noncoding_lncRNA_intergenic
chr2,2,172656741,172659631,-,CATG00000050686,1_FANTOM,CATG00000050686.1,noncoding_sense_overlap_RNA
chr2,2,172713076,172713180,-,ENSG00000252779,2_ensembl,RNU6-182P,noncoding_snRNA
chr2,2,172733231,172734181,-,CATG00000050690,1_FANTOM,CATG00000050690.1,noncoding_sense_overlap_RNA
chr2,2,172778945,172853136,+,ENSG00000128708,1_FANTOM,HAT1,protein_coding
chr2,2,172864250,172947158,+,ENSG00000172878,1_FANTOM,METAP1D,protein_coding
chr2,2,172946210,172948077,-,CATG00000050693,1_FANTOM,CATG00000050693.1,noncoding_lncRNA_noncoding_antisense
chr2,2,172949516,172954604,+,ENSG00000144355,1_FANTOM,DLX1,protein_coding
chr2,2,172951764,172958375,-,CATG00000050696,1_FANTOM,CATG00000050696.1,noncoding_lncRNA_intergenic
chr2,2,172959374,173234888,+,ENSG00000236651,1_FANTOM,AC104801.1,noncoding_lncRNA_intergenic
chr2,2,172959694,172961708,-,CATG00000050697,1_FANTOM,CATG00000050697.1,noncoding_lncRNA_intergenic
chr2,2,172962607,172967628,-,ENSG00000115844,1_FANTOM,DLX2,protein_coding
chr2,2,173020757,173020848,-,ENSG00000238572,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,173029805,173030756,+,CATG00000045507,1_FANTOM,CATG00000045507.1,noncoding_lncRNA_intergenic
chr2,2,173059976,173061575,-,CATG00000050705,1_FANTOM,CATG00000050705.1,noncoding_lncRNA_intergenic
chr2,2,173092818,173371237,+,ENSG00000091409,1_FANTOM,ITGA6,protein_coding
chr2,2,173098959,173102298,+,CATG00000045509,1_FANTOM,CATG00000045509.1,noncoding_lncRNA_intergenic
chr2,2,173118185,173118953,+,CATG00000045512,1_FANTOM,CATG00000045512.1,noncoding_lncRNA_intergenic
chr2,2,173147942,173150392,+,CATG00000045514,1_FANTOM,CATG00000045514.1,noncoding_lncRNA_intergenic
chr2,2,173180015,173188465,+,ENSG00000232555,2_ensembl,AC104088.1,noncoding_lncRNA_lincRNA
chr2,2,173188393,173195270,-,CATG00000050707,1_FANTOM,CATG00000050707.1,noncoding_lncRNA_intergenic
chr2,2,173244949,173245661,+,CATG00000045520,1_FANTOM,CATG00000045520.1,noncoding_lncRNA_intergenic
chr2,2,173274865,173293272,-,ENSG00000226963,1_FANTOM,AC078883.4,noncoding_lncRNA_divergent
chr2,2,173328957,173421168,-,ENSG00000225205,1_FANTOM,AC093818.1,noncoding_lncRNA_divergent
chr2,2,173328990,173330750,-,ENSG00000232788,2_ensembl,AC078883.3,noncoding_antisense
chr2,2,173332060,173332253,-,CATG00000050708,1_FANTOM,CATG00000050708.1,noncoding_short_ncRNA
chr2,2,173398852,173410475,+,CATG00000045523,1_FANTOM,CATG00000045523.1,noncoding_lncRNA_intergenic
chr2,2,173420355,173535599,+,ENSG00000152256,1_FANTOM,PDK1,protein_coding
chr2,2,173422879,173422980,-,ENSG00000199866,2_ensembl,Y_RNA,noncoding_misc_RNA
chr2,2,173436579,173440511,+,CATG00000045524,1_FANTOM,CATG00000045524.1,noncoding_sense_overlap_RNA
chr2,2,173498134,173498212,+,CATG00000045525,1_FANTOM,CATG00000045525.1,noncoding_short_ncRNA
chr2,2,173536282,173537887,+,CATG00000045529,1_FANTOM,CATG00000045529.1,noncoding_lncRNA_intergenic
chr2,2,173537123,173601060,-,ENSG00000228016,1_FANTOM,RAPGEF4-AS1,noncoding_lncRNA_divergent
chr2,2,173538940,173539626,-,ENSG00000230104,2_ensembl,AC018712.2,noncoding_pseudogene
chr2,2,173556027,173556130,+,ENSG00000239041,2_ensembl,snoU13,noncoding_snoRNA
chr2,2,173600001,173919639,+,ENSG00000091428,1_FANTOM,RAPGEF4,protein_coding
chr2,2,173689391,173690267,+,CATG00000045534,1_FANTOM,CATG00000045534.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,173758491,173759111,-,ENSG00000232292,2_ensembl,ALDH7A1P2,noncoding_pseudogene
chr2,2,173913173,173913674,-,CATG00000050713,1_FANTOM,CATG00000050713.1,noncoding_lncRNA_noncoding_antisense
chr2,2,173926460,173926540,+,ENSG00000265709,2_ensembl,AC019046.1,noncoding_miRNA
chr2,2,173938499,174134562,+,ENSG00000091436,1_FANTOM,MLTK,protein_coding
chr2,2,173938679,173941142,-,CATG00000050714,1_FANTOM,CATG00000050714.1,protein_coding
chr2,2,174052348,174219296,-,ENSG00000238133,1_FANTOM,MLK7-AS1,noncoding_lncRNA_noncoding_antisense
chr2,2,174156007,174220946,-,ENSG00000236391,1_FANTOM,AC092573.2,noncoding_pseudogene
chr2,2,174162357,174163240,+,ENSG00000231735,2_ensembl,RP11-1O7.1,noncoding_pseudogene
chr2,2,174175651,174186776,+,CATG00000045540,1_FANTOM,CATG00000045540.1,noncoding_lncRNA_intergenic
chr2,2,174219333,174248122,+,ENSG00000144354,1_FANTOM,CDCA7,protein_coding
chr2,2,174229546,174229718,-,CATG00000050718,1_FANTOM,CATG00000050718.1,noncoding_short_ncRNA
chr2,2,174293318,174297587,+,CATG00000045542,1_FANTOM,CATG00000045542.1,noncoding_lncRNA_intergenic
chr2,2,174296077,174296505,-,ENSG00000213148,1_FANTOM,AC073465.1,noncoding_pseudogene
chr2,2,174342724,174343128,-,ENSG00000236832,2_ensembl,AC073465.2,noncoding_pseudogene
chr2,2,174350593,174351090,-,ENSG00000226131,2_ensembl,AC073465.3,noncoding_pseudogene
chr2,2,174395840,174398056,-,CATG00000050720,1_FANTOM,CATG00000050720.1,protein_coding
chr2,2,174398031,174676119,+,CATG00000045543,1_FANTOM,CATG00000045543.1,noncoding_lncRNA_intergenic
chr2,2,174439838,174441069,-,ENSG00000237016,2_ensembl,AC013410.1,noncoding_pseudogene
chr2,2,174521341,174524804,-,CATG00000050722,1_FANTOM,CATG00000050722.1,noncoding_lncRNA_intergenic
chr2,2,174523979,174525908,+,CATG00000045551,1_FANTOM,CATG00000045551.1,noncoding_sense_overlap_RNA
chr2,2,174562453,174572799,+,CATG00000045556,1_FANTOM,CATG00000045556.1,noncoding_sense_overlap_RNA
chr2,2,174570454,174576907,+,CATG00000045557,1_FANTOM,CATG00000045557.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,174570676,174570876,-,ENSG00000237617,2_ensembl,AC013410.2,noncoding_pseudogene
chr2,2,174675804,174676120,+,ENSG00000270460,2_ensembl,RP11-796E10.1,noncoding_lncRNA_lincRNA
chr2,2,174736381,174737193,-,ENSG00000234415,2_ensembl,RPL5P7,noncoding_pseudogene
chr2,2,174745593,174764156,-,ENSG00000224638,2_ensembl,AC106900.6,noncoding_lncRNA_lincRNA
chr2,2,174746501,174830597,-,ENSG00000172845,1_FANTOM,SP3,protein_coding
chr2,2,174828696,174851250,+,ENSG00000271151,1_FANTOM,RP11-394I13.2,noncoding_lncRNA_divergent
chr2,2,174860586,174863176,-,CATG00000050736,1_FANTOM,CATG00000050736.1,noncoding_lncRNA_intergenic
chr2,2,174870892,174878252,-,ENSG00000273258,1_FANTOM,RP11-394I13.3,noncoding_lncRNA_intergenic
chr2,2,174885589,174918731,-,CATG00000050740,1_FANTOM,CATG00000050740.1,noncoding_lncRNA_intergenic
chr2,2,174889143,174891891,+,ENSG00000260868,1_FANTOM,RP11-394I13.1,noncoding_lncRNA_intergenic
chr2,2,174901365,174901986,+,CATG00000045567,1_FANTOM,CATG00000045567.1,noncoding_lncRNA_intergenic
chr2,2,174907736,174908608,+,ENSG00000235414,2_ensembl,AC016737.1,noncoding_pseudogene
chr2,2,174937175,175113327,-,ENSG00000138430,1_FANTOM,OLA1,protein_coding
chr2,2,175036824,175037453,+,ENSG00000270799,1_FANTOM,RP11-451F14.1,noncoding_pseudogene
chr2,2,175104870,175105146,-,ENSG00000243770,2_ensembl,RN7SL65P,noncoding_misc_RNA
chr2,2,175113461,175114863,+,CATG00000045568,1_FANTOM,CATG00000045568.1,noncoding_lncRNA_divergent
chr2,2,175129606,175129709,-,ENSG00000201088,2_ensembl,Y_RNA,noncoding_misc_RNA
chr2,2,175164052,175165684,-,ENSG00000227180,2_ensembl,AC013467.1,noncoding_pseudogene
chr2,2,175174743,175175702,-,ENSG00000237804,2_ensembl,HNRNPA1P39,noncoding_pseudogene
chr2,2,175190723,175196300,+,ENSG00000231453,1_FANTOM,AC018470.4,noncoding_lncRNA_intergenic
chr2,2,175196986,175200764,-,ENSG00000268241,1_FANTOM,AC018470.1,protein_coding
chr2,2,175199682,175206313,+,ENSG00000217236,1_FANTOM,SP9,protein_coding
chr2,2,175212628,175260408,-,ENSG00000138433,1_FANTOM,CIR1,protein_coding
chr2,2,175213212,175214667,+,CATG00000045570,1_FANTOM,CATG00000045570.1,noncoding_lncRNA_noncoding_antisense
chr2,2,175260467,175297050,+,ENSG00000144306,1_FANTOM,SCRN3,protein_coding
chr2,2,175296840,175358690,-,ENSG00000163328,1_FANTOM,GPR155,protein_coding
chr2,2,175352116,175355036,+,ENSG00000226853,1_FANTOM,AC010894.3,noncoding_lncRNA_divergent
chr2,2,175366663,175367043,+,ENSG00000179997,1_FANTOM,AC010894.4,noncoding_pseudogene
chr2,2,175396517,175640331,+,ENSG00000236449,1_FANTOM,AC018890.6,noncoding_lncRNA_noncoding_antisense
chr2,2,175411130,175547607,-,ENSG00000115935,1_FANTOM,WIPF1,protein_coding
chr2,2,175422694,175422800,-,ENSG00000206965,2_ensembl,RNU6-5P,noncoding_snRNA
chr2,2,175439960,175452454,+,ENSG00000237798,1_FANTOM,AC010894.5,noncoding_lncRNA_divergent
chr2,2,175469390,175470576,-,CATG00000050748,1_FANTOM,CATG00000050748.1,noncoding_sense_overlap_RNA
chr2,2,175485299,175486200,-,CATG00000050750,1_FANTOM,CATG00000050750.1,noncoding_lncRNA_noncoding_sense_intronic
chr2,2,175547482,175549274,+,CATG00000045578,1_FANTOM,CATG00000045578.1,protein_coding
chr2,2,175584527,175585526,+,ENSG00000235655,1_FANTOM,H3F3AP4,noncoding_pseudogene
chr2,2,175612301,175629380,-,ENSG00000138435,1_FANTOM,CHRNA1,protein_coding
chr2,2,175612387,175613636,+,CATG00000045580,1_FANTOM,CATG00000045580.1,noncoding_sense_overlap_RNA
chr2,2,175642764,175643300,-,CATG00000050751,1_FANTOM,CATG00000050751.1,noncoding_lncRNA_intergenic
chr2,2,175647774,175652656,-,ENSG00000237104,2_ensembl,AC018890.4,noncoding_lncRNA_lincRNA
chr2,2,175653514,175655209,+,CATG00000045588,1_FANTOM,CATG00000045588.1,noncoding_lncRNA_intergenic
chr2,2,175658235,175870097,-,ENSG00000128656,1_FANTOM,CHN1,protein_coding
chr2,2,175842531,175842625,+,ENSG00000201425,2_ensembl,Y_RNA,noncoding_misc_RNA
chr2,2,175878161,176033072,-,ENSG00000115966,1_FANTOM,ATF2,protein_coding
chr2,2,175886942,175887047,+,ENSG00000212167,2_ensembl,RNU6-763P,noncoding_snRNA
chr2,2,175894497,175894605,+,ENSG00000199827,2_ensembl,RNU6-1290P,noncoding_snRNA
chr2,2,175898506,175898920,-,ENSG00000227187,2_ensembl,RP11-6C10.1,noncoding_pseudogene
chr2,2,175899245,175899318,-,ENSG00000266510,2_ensembl,AC007435.1,noncoding_miRNA
chr2,2,175939462,175945081,+,CATG00000045594,1_FANTOM,CATG00000045594.1,noncoding_lncRNA_noncoding_antisense
chr2,2,176028013,176032928,-,ENSG00000215973,1_FANTOM,MIR933,noncoding_small_RNA
chr2,2,176032135,176034255,+,ENSG00000229750,1_FANTOM,AC096649.2,noncoding_lncRNA_divergent
chr2,2,176041227,176041318,-,ENSG00000200121,2_ensembl,Y_RNA,noncoding_misc_RNA
chr2,2,176042795,176046437,-,ENSG00000154518,1_FANTOM,ATP5G3,protein_coding
chr2,2,176045661,176051911,+,ENSG00000233131,1_FANTOM,AC096649.1,noncoding_pseudogene
chr2,2,176121931,176343133,+,ENSG00000229066,1_FANTOM,AC096649.3,noncoding_lncRNA_intergenic
chr2,2,176195101,176195200,+,ENSG00000221347,2_ensembl,AC096649.4,noncoding_miRNA
chr2,2,176458910,176724339,+,CATG00000045599,1_FANTOM,CATG00000045599.1,noncoding_lncRNA_intergenic
chr2,2,176466756,176475702,+,CATG00000045600,1_FANTOM,CATG00000045600.1,noncoding_sense_overlap_RNA
chr2,2,176606038,176624454,+,CATG00000045610,1_FANTOM,CATG00000045610.1,noncoding_sense_overlap_RNA
chr2,2,176707615,176708030,+,ENSG00000223976,2_ensembl,EXTL2P1,noncoding_pseudogene
chr2,2,176762064,176768960,+,ENSG00000235047,2_ensembl,AC016751.3,noncoding_antisense
chr2,2,176769099,176770230,-,ENSG00000229779,2_ensembl,AC016751.2,noncoding_lncRNA_lincRNA
chr2,2,176776911,176867548,-,ENSG00000144320,1_FANTOM,KIAA1715,protein_coding
chr2,2,176867134,176886617,+,CATG00000045621,1_FANTOM,CATG00000045621.1,noncoding_lncRNA_divergent
chr2,2,176942156,176950043,-,ENSG00000174279,1_FANTOM,EVX2,protein_coding
chr2,2,176955241,176957894,-,CATG00000050769,1_FANTOM,CATG00000050769.1,noncoding_lncRNA_divergent
chr2,2,176957449,176960968,+,ENSG00000128714,1_FANTOM,HOXD13,protein_coding
chr2,2,176964523,176966408,+,ENSG00000170178,1_FANTOM,HOXD12,protein_coding
chr2,2,176969103,177069183,+,ENSG00000128713,1_FANTOM,HOXD11,protein_coding
chr2,2,176973281,176973458,+,ENSG00000216193,1_FANTOM,AC009336.1,noncoding_small_RNA
chr2,2,176973505,176986944,+,ENSG00000128710,1_FANTOM,HOXD10,protein_coding
chr2,2,176975673,176992626,+,ENSG00000128709,1_FANTOM,HOXD9,protein_coding
chr2,2,176984600,177003798,-,ENSG00000237380,1_FANTOM,HOXD-AS2,noncoding_lncRNA_divergent
chr2,2,176994437,176997684,+,ENSG00000175879,1_FANTOM,HOXD8,protein_coding
chr2,2,176994437,177046703,+,ENSG00000128652,1_FANTOM,HOXD3,protein_coding
chr2,2,177015122,177015140,+,ENSG00000207744,1_FANTOM,MIR10B,noncoding_small_RNA
chr2,2,177015122,177021039,+,ENSG00000170166,1_FANTOM,HOXD4,protein_coding
chr2,2,177028892,177030444,-,ENSG00000272729,2_ensembl,RP11-387A1.5,noncoding_antisense
